
101A English              Period 1
  Aiden Caskcut  (103)
  Aubrey James  (216)
  Autumn Yearwood  (59)
  Bella Poverly  (309)
  Charles Ledger  (261)
  Emilia Ashbluff  (373)
  Grayson Ashbluff  (430)
  Jackson Laurier  (446)
  Joseph Hansley  (51)
  Joshua Yearwood  (204)
  Kennedy Yarrow  (498)
  Lydia Dustfinger  (148)
  Maria Caddel  (19)
  Maverick Thatcher  (192)
  Nicholas Gatlin  (325)
  Nicholas Lennon  (273)
  Ruby Adler  (402)
  Savannah Hope  (313)
  Valentina Mintz  (269)
Student Count 20

504D Computer             Period 3
  Athena Woodgrip  (168)
  Autumn Marblemaw  (410)
  Claire Driscoll  (434)
  Daniel Beckett  (220)
  Eleanor Singh  (470)
  Ella Fellowes  (486)
  Everleigh Gray  (224)
  Gabriel Undergrove  (277)
  James Curran  (196)
  Jordan Vespertine  (232)
  Joseph Gray  (3)
  Kennedy Ashbluff  (450)
  Kinsley Truthbelly  (345)
  Logan Raven  (466)
  Luke Gorestriker  (297)
  Maya James  (188)
  Michael McKenna  (35)
  Scarlett Dawson  (63)
  Serenity Ashley  (87)
Student Count 19

504E Computer             Period 7
  Adrian Lennon  (7)
  Anna Beckett  (341)
  Caleb Lennon  (422)
  Caroline Wixx  (361)
  Delilah Crassus  (293)
  Ella Thatcher  (305)
  Jaxon Moses  (349)
  Landon Ashbluff  (265)
  Leonardo Ashbluff  (111)
  Leonardo Sagespark  (454)
  Lillian Fleet  (132)
  Luna Finch  (23)
  Maverick Spade  (136)
  Mila Crassus  (184)
  Natalie West  (91)
  Nicholas Undergrove  (281)
  Ryan Elrod  (164)
  Ryan Poverly  (176)
  Samuel Adair  (333)
  William Ashley  (406)
Student Count 20

504F Computer             Period 5
  Anna Madden  (329)
  Autumn Stoll  (11)
  Lydia Undergrove  (95)
  Mia Moses  (438)
  Micah Hansley  (337)
  Nevaeh Cyprus  (494)
  Riley Madden  (152)
  Walker Lightfoot  (115)
  Waylon Caskcut  (394)
  Zoey Hansley  (398)
Student Count 10

504G Computer             Period 2
  Angel Gorestriker  (140)
  Audrey Lopez  (386)
  Bennett Sharpe  (289)
  Charles Truthbelly  (458)
  Charlotte Gasper  (208)
  Gabriel Ford  (71)
  Grayson Gannon  (490)
  Hudson Gonzales  (365)
  Isaac Whitlock  (27)
  Isabella Madison  (418)
  Isla Gatlin  (382)
  Jack Beckett  (228)
  Jack Raven  (55)
  Maya Ashbluff  (160)
  Nevaeh Hayes  (253)
  Nolan Finch  (119)
  Oliver Ashbluff  (240)
  Theo Caskcut  (285)
  Walker Wixx  (15)
  Zoey Gorestriker  (248)
Student Count 20

505A Auto                 Period 3
  Adam Huxley  (116)
  Alexander Verlice  (92)
  Anna Spade  (172)
  Chloe Undergrove  (322)
  Colton Beckett  (366)
  Joshua Yearwood  (204)
  Lucas Curran  (426)
  Maverick Thatcher  (192)
  Maya Ashbluff  (160)
  Oliver Ashbluff  (240)
  Olivia Bardot  (108)
  Parker Ashford  (354)
  Ryan Elrod  (164)
  Sebastian Driscoll  (326)
  Waylon Driscoll  (350)
Student Count 15

505B Auto                 Period 4
  Anthony Gannon  (128)
  Audrey Lopez  (386)
  Autumn Marblemaw  (410)
  Autumn Thatcher  (286)
  Eleanor Singh  (470)
  Grayson Gannon  (490)
  Jacob Finch  (28)
  Julian Undergrove  (180)
  Kennedy Ashbluff  (450)
  Leonardo Sagespark  (454)
  Madelyn Jenkins  (244)
  Maverick Spade  (136)
  Parker Undergrove  (156)
  Riley Verlice  (318)
  Sophie October  (482)
  Walker Verlice  (334)
  Weston Madden  (84)
  Zoey Gorestriker  (248)
Student Count 18

505C Auto                 Period 5
  Aria Biddercombe  (266)
  Athena Woodgrip  (168)
  Aubrey James  (216)
  Benjamin Snakeleaf  (478)
  Caleb Lennon  (422)
  Camila West  (120)
  Christian Wilson  (44)
  Daniel Jenkins  (414)
  Eloise Gonzales  (338)
  Grayson Ashbluff  (430)
  James Curran  (196)
  Lillian Fleet  (132)
  Mila Crassus  (184)
  Theodore Gasper  (68)
  Walker Gasper  (362)
  Wesley Adler  (278)
  Wesley Cyprus  (462)
  Zoey Beam  (236)
Student Count 18

505D Auto                 Period 2
  Adeline Hydrafist  (212)
  Caroline James  (314)
  Gianna Zimmerman  (374)
  Harper Kicklighter  (104)
  Isaac Collymore  (302)
  Jacob Cassidy  (36)
  Jordan Vespertine  (232)
  Julian Adair  (100)
  Kennedy Yarrow  (498)
  Layla Yearwood  (88)
  Nevaeh Cyprus  (494)
  Ruby Adler  (402)
  Ryan Poverly  (176)
  Scarlett Cassidy  (442)
  Zoey Beckett  (282)
  Zoey Hansley  (398)
Student Count 16

505E Auto                 Period 6
  Adam Marley  (4)
  Adrian Anderson  (310)
  Asher Marblemaw  (40)
  Caleb Mintz  (24)
  Charlotte Gasper  (208)
  Charlotte Strongblossom  (20)
  David Finch  (16)
  Ella Lopez  (370)
  Ezra Wilson  (64)
  Isaac Woodgrip  (32)
  Jack Beckett  (228)
  Lydia Dustfinger  (148)
  Madison Thatcher  (358)
  Mila Bozzelli  (274)
  Mila Thatcher  (306)
  Miles Barlowe  (76)
  Savannah Caskcut  (112)
  Waylon Caskcut  (394)
  Waylon Driscoll  (52)
  William Ashley  (406)
Student Count 20

505F Auto                 Period 7
  Adrian Cromwell  (474)
  Angel Gorestriker  (140)
  Claire Driscoll  (434)
  Daniel Beckett  (220)
  Everleigh James  (60)
  Isla Gatlin  (382)
  Ivy Solace  (144)
  Ivy Stoll  (254)
  Jaxon Hope  (96)
  Josiah Yarrow  (124)
  Logan Marley  (8)
  Madelyn Zimmerman  (72)
  Mateo Jenkins  (200)
  Mia Moses  (438)
  Raelynn Vespertine  (56)
  Victoria Gorestriker  (378)
  Violet Snakeleaf  (270)
  Waylon Keller  (294)
  Weston Adler  (80)
Student Count 19

505G Auto                 Period 1
  Benjamin Curran  (12)
  Cameron James  (258)
  Charles Truthbelly  (458)
  Daniel Katz  (330)
  Ella Fellowes  (486)
  Emery Monroe  (346)
  Everleigh Gray  (224)
  Ezekiel Fellowes  (48)
  Hazel Fellowes  (262)
  Isabella Madison  (418)
  Jackson Laurier  (446)
  Jade West  (342)
  Logan Raven  (466)
  Maya James  (188)
  Nora Adams  (298)
  Parker Whitlock  (390)
  Riley Madden  (152)
  Sophia Lennon  (290)
Student Count 18

506A Carpentry            Period 4
  Adrian Anderson  (310)
  Cameron James  (258)
  Charlotte Strongblossom  (20)
  Chloe Undergrove  (322)
  Daniel Katz  (330)
  David Finch  (16)
  Elias Amos  (173)
  Elias Beckett  (153)
  Ella Lopez  (370)
  Everleigh James  (60)
  Ezra Wilson  (64)
  Jade West  (342)
  Julian Adair  (100)
  Logan Elsher  (209)
  Logan Marley  (8)
  Ruby Hydrafist  (137)
  Sophia Lennon  (290)
  Theodore Gasper  (68)
  Violet Snakeleaf  (270)
  Wesley Adler  (278)
Student Count 20

506B Carpentry            Period 5
  Aaron Singh  (467)
  Alice Crawford  (177)
  Caleb Mintz  (24)
  Cameron Beckett  (487)
  Elias Ashley  (233)
  Elijah Wilson  (451)
  Jacob Cassidy  (36)
  John Strongblossom  (205)
  Josiah Yarrow  (124)
  Kai Ashbluff  (391)
  Kinsley Windward  (447)
  Luna West  (165)
  Mila Bozzelli  (274)
  Mila Thatcher  (306)
  Nathan Huxley  (217)
  Owen Ashford  (201)
  Sebastian Caddel  (415)
  Zoey Beckett  (282)
Student Count 18

506C Carpentry            Period 6
  Autumn Thatcher  (286)
  Caroline James  (314)
  Ezekiel Fellowes  (48)
  Harper Kicklighter  (104)
  Madison Marblemaw  (479)
  Olivia Bardot  (108)
  Raelynn Keller  (483)
  Raelynn Vespertine  (56)
  Victoria Caskcut  (221)
  Walker Gasper  (362)
  Waylon Keller  (294)
  Wesley Finch  (225)
  Weston Adler  (80)
Student Count 13

506D Carpentry            Period 2
  Adam Keller  (133)
  Alexander Verlice  (92)
  Asher Marblemaw  (40)
  Christian Wilson  (44)
  Eli West  (427)
  Eloise Gonzales  (338)
  Emery Dagon  (439)
  Harper Bozzelli  (431)
  Hazel Fellowes  (262)
  Ivy Stoll  (254)
  Jacob Gonzales  (189)
  Jordan Spade  (197)
  Jordan Woodgrip  (383)
  Joseph Mintz  (471)
  Madison Thatcher  (358)
  Penelope Elsher  (395)
  Riley Verlice  (318)
  Stella Gasper  (379)
  Thomas Gray  (141)
  Waylon Driscoll  (350)
Student Count 20

506E Carpentry            Period 3
  Athena Bozzelli  (495)
  Audrey Madden  (149)
  Ayla Carter  (249)
  Benjamin Curran  (12)
  Cooper Solace  (169)
  Delilah Fellowes  (475)
  Eli Hendrix  (229)
  Eloise Adams  (213)
  Gabriella Adair  (193)
  Jacob Finch  (28)
  Jaxon Hope  (96)
  Josephine Strongblossom  (145)
  Kennedy Hart  (237)
  Kinsley Driscoll  (419)
  Mateo Hart  (407)
  Micah Beam  (463)
  Miles Barlowe  (76)
  Nora Adams  (298)
  Walker Verlice  (334)
Student Count 19

506F Carpentry            Period 1
  Adam Marley  (4)
  Aria Biddercombe  (266)
  Ava Remington  (423)
  Avery Dustfinger  (455)
  Brooks Caddel  (129)
  Camila West  (120)
  Claire Biddercombe  (157)
  Colton Beckett  (366)
  Delilah Vespertine  (443)
  Gianna Zimmerman  (374)
  Isaac Woodgrip  (32)
  James Humblecut  (387)
  Jaxon Yearwood  (403)
  Layla Yearwood  (88)
  Madelyn Zimmerman  (72)
  Parker Ashford  (354)
  Sebastian Driscoll  (326)
  Victoria Finnegan  (245)
  Weston Madden  (84)
Student Count 19

506G Carpentry            Period 7
  Adam Huxley  (116)
  Anthony Strongblossom  (181)
  Charlotte Whitlock  (435)
  Christopher Cyprus  (459)
  Easton Ashley  (185)
  Elijah Madden  (161)
  Emery Monroe  (346)
  Isaac Collymore  (302)
  Nathan Adair  (241)
  Ryan Remington  (499)
  Ryan Zimmerman  (491)
  Savannah Caskcut  (112)
  Serenity Lightfoot  (411)
  Thomas Lightfoot  (399)
  Waylon Driscoll  (52)
Student Count 15

507A Agriculture          Period 3
  Aria Biddercombe  (266)
  Ava Remington  (423)
  Avery Dustfinger  (455)
  Caroline James  (314)
  Charlotte Strongblossom  (20)
  Christian Wilson  (44)
  Daniel Katz  (330)
  Eli West  (427)
  Ella Lopez  (370)
  Eloise Gonzales  (338)
  Everleigh James  (60)
  Isaac Woodgrip  (32)
  Jacob Cassidy  (36)
  Logan Marley  (8)
  Madison Marblemaw  (479)
  Sebastian Caddel  (415)
  Thomas Gray  (141)
  Thomas Lightfoot  (399)
  Waylon Driscoll  (52)
  Zoey Beckett  (282)
Student Count 20

507B Agriculture          Period 2
  Aaron Singh  (467)
  Adam Marley  (4)
  Adrian Anderson  (310)
  Cameron James  (258)
  Camila West  (120)
  Christopher Cyprus  (459)
  Colton Beckett  (366)
  Delilah Fellowes  (475)
  Ezekiel Fellowes  (48)
  Ezra Wilson  (64)
  Jade West  (342)
  Josephine Strongblossom  (145)
  Kai Ashbluff  (391)
  Kinsley Windward  (447)
  Mateo Hart  (407)
  Walker Gasper  (362)
  Weston Madden  (84)
Student Count 17

507C Agriculture          Period 4
  Ayla Carter  (249)
  Cooper Solace  (169)
  Delilah Vespertine  (443)
  Emery Dagon  (439)
  Gianna Zimmerman  (374)
  Jaxon Yearwood  (403)
  Josiah Yarrow  (124)
  Kinsley Driscoll  (419)
  Madison Thatcher  (358)
  Micah Beam  (463)
  Mila Thatcher  (306)
  Nora Adams  (298)
  Raelynn Keller  (483)
  Savannah Caskcut  (112)
  Serenity Lightfoot  (411)
  Stella Gasper  (379)
Student Count 16

507D Agriculture          Period 6
  Adam Huxley  (116)
  Alice Crawford  (177)
  Elias Amos  (173)
  Elijah Madden  (161)
  Elijah Wilson  (451)
  Harper Bozzelli  (431)
  Jacob Gonzales  (189)
  Luna West  (165)
  Owen Ashford  (201)
  Ryan Remington  (499)
  Ryan Zimmerman  (491)
  Violet Snakeleaf  (270)
  Walker Verlice  (334)
Student Count 13

507E Agriculture          Period 1
  Athena Bozzelli  (495)
  Audrey Madden  (149)
  Cameron Beckett  (487)
  Charlotte Whitlock  (435)
  David Finch  (16)
  Easton Ashley  (185)
  Harper Kicklighter  (104)
  Jaxon Hope  (96)
  John Strongblossom  (205)
  Jordan Woodgrip  (383)
  Joseph Mintz  (471)
  Logan Elsher  (209)
  Mila Bozzelli  (274)
  Miles Barlowe  (76)
  Raelynn Vespertine  (56)
  Waylon Keller  (294)
  Wesley Finch  (225)
  Weston Adler  (80)
Student Count 18

507F Agriculture          Period 5
  Anthony Strongblossom  (181)
  Autumn Thatcher  (286)
  Chloe Undergrove  (322)
  Elias Beckett  (153)
  Eloise Adams  (213)
  Emery Monroe  (346)
  Hazel Fellowes  (262)
  Isaac Collymore  (302)
  Ivy Stoll  (254)
  Jacob Finch  (28)
  James Humblecut  (387)
  Layla Yearwood  (88)
  Madelyn Zimmerman  (72)
  Nathan Adair  (241)
  Olivia Bardot  (108)
  Riley Verlice  (318)
  Ruby Hydrafist  (137)
  Victoria Caskcut  (221)
  Victoria Finnegan  (245)
  Waylon Driscoll  (350)
Student Count 20

507G Agriculture          Period 7
  Adam Keller  (133)
  Alexander Verlice  (92)
  Asher Marblemaw  (40)
  Benjamin Curran  (12)
  Brooks Caddel  (129)
  Caleb Mintz  (24)
  Claire Biddercombe  (157)
  Eli Hendrix  (229)
  Elias Ashley  (233)
  Gabriella Adair  (193)
  Jordan Spade  (197)
  Julian Adair  (100)
  Kennedy Hart  (237)
  Nathan Huxley  (217)
  Parker Ashford  (354)
  Penelope Elsher  (395)
  Sebastian Driscoll  (326)
  Sophia Lennon  (290)
  Theodore Gasper  (68)
  Wesley Adler  (278)


